Sauce True NNP False False I-F 
Fish True NN False False I-F 
Head True NNP False False I-F 
3/5 False CD False True S 

While True IN False False O 
the False DT False False O 
Black True NNP False False O 
Bean True NNP False False O 
Sauce True NNP False False O 
Fish True NN False False O 
Head True NNP False False O 
wa False VBD False False O 
cooked False VBN False False O 
in False IN False False O 
a False DT False False O 
delectable False JJ False False O 
black False JJ False False O 
bean False NN False False O 
sauce False NN False False O 
, False , False False O 
the False DT False False O 
used False VBN False False O 
of False IN False False O 
Song True NN False False O 
Fish True NN False False O 
( False CD False False O 
Asian True NNP False False O 
Carp True NNP False False O 
) False NNP False False O 
maybe False RB False False O 
consider False VBP False False O 
acquire False NN False False O 
to False TO False False O 
some False DT False False O 
because False IN False False O 
of False IN False False O 
the False DT False False O 
muddy False JJ False False O 
taste False NN False False O 
. False . False False O 

I True PRP False False O 
am False VBP False False O 
acceptable False JJ False False O 
to False TO False False O 
the False DT False False O 
muddy False JJ False False O 
taste False NN False False O 
but False CC False False O 
not False RB False False O 
a False DT False False O 
big False JJ False False O 
fan False NN False False O 
of False IN False False O 
it False PRP False False O 
. False . False False O 

The True DT False False O 
humble False JJ False False O 
zichar False NN False False O 
stall False VB False False O 
serf False VBZ False False O 
some False DT False False O 
delish False JJ False False O 
homecook False NN False False O 
style False NN False False O 
food False NN False False O 
and False CC False False O 
I True PRP False False O 
look False VBP False False O 
forward False RB False False O 
to False TO False False O 
my False PRP$ False False O 
next False JJ False False O 
visit False NN False False O 
. False . False False O 

I True PRP False False O 
would False MD False False O 
like False VB False False O 
to False TO False False O 
return False VB False False O 
to False TO False False O 
try False VB False False O 
their False PRP$ False False O 
Beef True NN False False B-F 
Sliced True NNP False False I-F 
Hor True NNP False False I-F 
Fun True NNP False False I-F 
and False CC False False O 
Golden True NNP False False B-F 
Coin True NNP False False I-F 
Tofu True NNP False False I-F 
which False WDT False False O 
seems False VBZ False False O 
to False TO False False O 
be False VB False False O 
their False PRP$ False False O 
signature False NN False False O 
dish False NNS False False O 
. False . False False O 

Yuet True NNP False False B-ORG 
Loy True NNP False False I-ORG 
( False NNP False False O 
) False NNP False False O 
Chinatown True NNP False False B-LOC 
Complex True NN False False I-LOC 
Market True NN False False I-LOC 
Blk True NN False False I-LOC 
335 False CD True False I-LOC 
Smith True NNP False False I-LOC 
Street True NNP False False I-LOC 
# False # False False I-LOC 
02-151 False CD False False I-LOC 
Singapore True NNP False False I-LOC 
050335 False CD True False I-LOC 
Nearest True NNP False False O 
MRT True NNP False False O 
: False : False False O 
Chinatown True FW False False O 
( False FW False False O 
NE True NN False False O 
Line True NNP False False O 
) False NNP False False O 
, False , False False O 
Outram True NNP False False O 
( False NNP False False O 
EW True NNP False False O 
Line True NNP False False O 
, False , False False O 
NE True NN False False O 
Line True NNP False False O 
) False NNP False False O 
Opening True NNP False False O 
Hours True NNS False False O 
: False : False False O 
Daily True NNP False False O 
: False : False False O 
1230pm False NN False False O 
- False : False False O 
230pm False NN False False O 
, False , False False O 
630pm False NN False False O 
- False : False False O 
9pm False FW False False O 
( False FW False False O 
closed False VBD False False O 
on False IN False False O 
Thu True NNP False False O 
) False NNP False False O 
Direction True NNP False False O 
: False : False False O 
1 False CD True False O 
) False CD False False O 
Alight True NNP False False O 
at False IN False False O 
Chinatown True NNP False False O 
MRT True NNP False False O 
station False NN False False O 
. False . False False O 

Take True VB False False O 
Exit True NN False False O 
A True NN False False O 
. False . False False O 

Continue True VB False False O 
straight False RB False False O 
on False IN False False O 
Pagoda True NNP False False O 
Street True NNP False False O 
. False . False False O 

Turn True VB False False O 
right False RB False False O 
onto False IN False False O 
Trengganu True NNP False False O 
Street True NNP False False O 
. False . False False O 

Continue True VB False False O 
straight False RB False False O 
until False IN False False O 
end False NN False False O 
of False IN False False O 
Trengganu True NNP False False O 
Street True NNP False False O 
. False . False False O 

Walk True VB False False O 
across False IN False False O 
Smith True NNP False False O 
Street True NNP False False O 
to False TO False False O 
Chinatown True NNP False False O 
Complex True NN False False O 
Market True NN False False O 
. False . False False O 

Journey True NN False False O 
time False NN False False O 
about False IN False False O 
5 False CD True False O 
minute False NNS False False O 
. False . False False O 

2 False CD True False O 
) False CD False False O 
Alight True NNP False False O 
at False IN False False O 
Outram True NNP False False O 
MRT True NNP False False O 
station False NN False False O 
. False . False False O 

Take True VB False False O 
Exit True NN False False O 
H. True NNP False False O 
Continue True NNP False False O 
straight False RB False False O 
along False IN False False O 
New True NNP False False O 
Bridge True NNP False False O 
Road True NNP False False O 
. False . False False O 

Turn True VB False False O 
right False RB False False O 
onto False IN False False O 
Smith True NNP False False O 
Street True NNP False False O 
. False . False False O 

Chinatown True NNP False False O 
Complex True NN False False O 
Market True NN False False O 
is False VBZ False False O 
ahead False RB False False O 
. False . False False O 

Journey True NN False False O 
time False NN False False O 
about False IN False False O 
10 False CD True False O 
minute False NNS False False O 
. False . False False O 

3 False CD True False O 
) False CD False False O 
Alight True NNP False False O 
at False IN False False O 
Outram True NNP False False O 
MRT True NNP False False O 
Station True NNP False False O 
. False . False False O 

Take True VB False False O 
Exit True NN False False O 
E. True NNP False False O 
Continue True NNP False False O 
straight False RB False False O 
along False IN False False O 
Eu True NNP False False O 
Tong True NNP False False O 
Sen True NNP False False O 
Street True NNP False False O 
. False . False False O 

Cross True NNP False False O 
the False DT False False O 
road False NN False False O 
to False TO False False O 
New True NNP False False O 
Bridge True NNP False False O 
Road True NNP False False O 
at False IN False False O 
Pearls True NNP False False O 
Centre True NNP False False O 
. False . False False O 

Turn True VB False False O 
left False RB False False O 
and False CC False False O 
continue False VB False False O 
straight False RB False False O 
down False IN False False O 
New True NNP False False O 
Bridge True NNP False False O 
Road True NNP False False O 
. False . False False O 

Turn True VB False False O 
right False RB False False O 
onto False IN False False O 
Smith True NNP False False O 
Street True NNP False False O 
. False . False False O 

Chinatown True NNP False False O 
Complex True NN False False O 
Market True NN False False O 
is False VBZ False False O 
ahead False RB False False O 
. False . False False O 

Journey True NN False False O 
time False NN False False O 
about False IN False False O 
10 False CD True False O 
minute False NNS False False O 
. False . False False O 

The True DT False False O 
question False NN False False O 
ha False VBZ False False O 
been False VBN False False O 
asked False VBN False False O 
, False , False False O 
where False WRB False False O 
is False VBZ False False O 
the False DT False False O 
best False JJS False False O 
Popiah True NNP False False O 
in False IN False False O 
Singapore True NNP False False O 
? False . False False O 

I True PRP False False O 
am False VBP False False O 
sure False RB False False O 
many False JJ False False O 
ha False VBZ False False O 
their False PRP$ False False O 
own False JJ False False O 
favourite False NN False False O 
but False CC False False O 
I True PRP False False O 
have False VBP False False O 
been False VBN False False O 
hearing False VBG False False O 
about False IN False False O 
the False DT False False O 
queue False NN False False O 
at False IN False False O 
this False DT False False O 
small False JJ False False O 
stall False VBP False False O 
tucked False VBN False False O 
again False RB False False O 
in False IN False False O 
a False DT False False O 
corner False NN False False O 
ofa False NN False False O 
coffeeshop False NN False False O 
at False IN False False O 
Clementi True NNP False False O 
Avenue True NNP False False O 
3 False CD True False O 
where False WRB False False O 
the False DT False False O 
popular False JJ False False O 
Brothers True NNP False False O 
Rojak True NNP False False O 
is False VBZ False False O 
located False JJ False False O 
. False . False False O 

The True DT False False O 
stall False VBP False False O 
known False VBN False False O 
a False IN False False O 
Jit True NN False False B-ORG 
It True PRP False False I-ORG 
Thai True NNP False False I-ORG 
San True NNP False False I-ORG 
Popiah True NNP False False I-ORG 
( False NNP False False O 
) False NNP False False O 
is False VBZ False False O 
run False VBN False False O 
by False IN False False O 
2 False CD True False O 
elderly False JJ False False O 
while False IN False False O 
the False DT False False O 
lady False NN False False O 
auntie False NN False False O 
is False VBZ False False O 
incharge False NN False False O 
of False IN False False O 
making False VBG False False O 
the False DT False False O 
popiah False NN False False O 
. False . False False O 

When True WRB False False O 
I True PRP False False O 
reached False VBD False False O 
the False DT False False O 
stall False VBP False False O 
, False , False False O 
there False EX False False O 
wa False VBD False False O 
already False RB False False O 
aqueue False JJ False False O 
. False . False False O 

I True PRP False False O 
patiently False RB False False O 
waited False VBD False False O 
for False IN False False O 
a False DT False False O 
good False JJ False False O 
25 False CD True False O 
minute False NNS False False O 
for False IN False False O 
my False PRP$ False False O 
popiah False NN False False O 
although False IN False False O 
there False EX False False O 
wa False VBD False False O 
just False RB False False O 
like False IN False False O 
4-5 False CD False False O 
people False NNS False False O 
in False IN False False O 
front False NN False False O 
of False IN False False O 
me False PRP False False O 
. False . False False O 

To True TO False False O 
be False VB False False O 
frank False JJ False False O 
, False , False False O 
it False PRP False False O 
can False MD False False O 
be False VB False False O 
faster False JJR False False O 
but False CC False False O 
I True PRP False False O 
think False VBP False False O 
age False NN False False O 
ha False VBZ False False O 
caught False VBN False False O 
up False RP False False O 
with False IN False False O 
the False DT False False O 
owner False NNS False False O 
and False CC False False O 
theie False NN False False O 
pace False NN False False O 
ha False VBZ False False O 
slowed False VBN False False O 
down False RP False False O 
. False . False False O 

When True WRB False False O 
I True PRP False False O 
wa False VBD False False O 
queuing False VBG False False O 
for False IN False False O 
my False PRP$ False False O 
turn False NN False False O 
, False , False False O 
I True PRP False False O 
post False VBP False False O 
on False IN False False O 
facebook False NN False False O 
that False IN False False O 
I True PRP False False O 
am False VBP False False O 
checking False VBG False False O 
out False RP False False O 
this False DT False False O 
popiah False NN False False O 
stall False VB False False O 
and False CC False False O 
I True PRP False False O 
wa False VBD False False O 
warned False VBN False False O 
to False TO False False O 
keep False VB False False O 
my False PRP$ False False O 
order False NN False False O 
simple False NN False False O 
. False . False False O 

I True PRP False False O 
also False RB False False O 
received False VBD False False O 
a False DT False False O 
text False NN False False O 
from False IN False False O 
my False PRP$ False False O 
partner False NN False False O 
that False IN False False O 
the False DT False False O 
auntie False NN False False O 
is False VBZ False False O 
quite False RB False False O 
fierce False JJ False False O 
. False . False False O 

True True JJ False False O 
enough False RB False False O 
, False , False False O 
a False DT False False O 
lady False NN False False O 
in False IN False False O 
front False NN False False O 
of False IN False False O 
me False PRP False False O 
wasscolded False VBN False False O 
by False IN False False O 
the False DT False False O 
stallauntie False NN False False O 
for False IN False False O 
her False PRP$ False False O 
confusing False JJ False False O 
order False NN False False O 
. False . False False O 

Upon True IN False False O 
my False PRP$ False False O 
turn False NN False False O 
, False , False False O 
I True PRP False False O 
kept False VBD False False O 
it False PRP False False O 
simple False JJ False False O 
and False CC False False O 
ordered False VBD False False O 
2 False CD True False O 
Popiah True JJ False False B-F 
roll False NN False False O 
( False CD False False O 
$ False $ False False B-P 
1.50 False CD False False I-P 
each False DT False False O 
) False NN False False O 
, False , False False O 
one False CD False False O 
with False IN False False O 
chilli False NN False False O 
and False CC False False O 
the False DT False False O 
other False JJ False False O 
without False IN False False O 
. False . False False O 

When True WRB False False O 
she False PRP False False O 
finished False VBD False False O 
preparing False VBG False False O 
the False DT False False O 
popiah False NN False False O 
. False . False False O 

you False PRP False False O 
place False VBP False False O 
the False DT False False O 
money False NN False False O 
on False IN False False O 
the False DT False False O 
plastic False JJ False False O 
tray False NN False False O 
for False IN False False O 
her False PRP False False O 
to False TO False False O 
collect False VB False False O 
. False . False False O 

Popiah True FW False False B-F 
4/5 False FW False True S 

I True PRP False False O 
feel False VBP False False O 
that False IN False False O 
the False DT False False O 
popiah False NN False False O 
at False IN False False O 
Jit True NNP False False B-ORG 
It True PRP False False I-ORG 
Thai True NNP False False I-ORG 
San True NNP False False I-ORG 
Popiah True NNP False False I-ORG 
stand False VBZ False False O 
out False RP False False O 
in False IN False False O 
3 False CD True False O 
area False NNS False False O 
. False . False False O 

First True NNP False False O 
is False VBZ False False O 
the False DT False False O 
thin False JJ False False O 
and False CC False False O 
soft False JJ False False O 
popiah False NN False False O 
skin False NN False False O 
that False WDT False False O 
is False VBZ False False O 
stuffed False VBN False False O 
with False IN False False O 
turnip False NNS False False O 
, False , False False O 
beansprouts False NNS False False O 
, False , False False O 
hard False RB False False O 
boiled False VBN False False O 
egg False NNS False False O 
and False CC False False O 
peanut False NNS False False O 
. False . False False O 

Second True RB False False O 
, False , False False O 
the False DT False False O 
popiah False NN False False O 
come False VBZ False False O 
with False IN False False O 
garlic False NN False False O 
which False WDT False False O 
further False RB False False O 
enhanced False VBD False False O 
the False DT False False O 
flavour False NN False False O 
. False . False False O 

Lastly True RB False False O 
, False , False False O 
the False DT False False O 
special False JJ False False O 
chilli False NNS False False O 
that False WDT False False O 
will False MD False False O 
send False VB False False O 
the False DT False False O 
tasting False NN False False O 
bud False NNS False False O 
sambal False JJ False False O 
dancing False NN False False O 
. False . False False O 

Jit True VB False False B-ORG 
It True PRP False False I-ORG 
Thai True NNP False False I-ORG 
San True NNP False False I-ORG 
Popiah True NNP False False I-ORG 
Blk True NN False False B-LOC 
449 False CD True False I-LOC 
Clementi True NNP False False I-LOC 
Avenue True NNP False False I-LOC 
3 False CD True False I-LOC 
Singapore True NNP False False I-LOC 
120449 False CD True False I-LOC 
Nearest True NNP False False O 
MRT True NNP False False O 
: False : False False O 
Clementi True NNP False False O 
( False NNP False False O 
EW True NNP False False O 
Line True NNP False False O 
) False NNP False False O 
Opening True NNP False False O 
Hours True NNS False False O 
: False : False False O 
Mon-Sun True NN False False O 
: False : False False O 
12pm False NN False False O 
- False : False False O 
9pm False NN False False O 
Direction True NN False False O 
1 False CD True False O 
) False NN False False O 
Alight True NN False False O 
at False IN False False O 
Clementi True NNP False False O 
MRT True NNP False False O 
station False NN False False O 
. False . False False O 

Take True VB False False O 
Exit True NN False False O 
A True NN False False O 
. False . False False O 

Walk True VB False False O 
straight False RB False False O 
towards False IN False False O 
CityVibe True NNP False False O 
and False CC False False O 
continue False VB False False O 
straight False JJ False False O 
to False TO False False O 
block False VB False False O 
450 False CD True False O 
. False . False False O 

Walk True VB False False O 
to False TO False False O 
the False DT False False O 
end False NN False False O 
of False IN False False O 
block False NN False False O 
450 False CD True False O 
and False CC False False O 
right False NN False False O 
to False TO False False O 
the False DT False False O 
carparkat False NN False False O 
the False DT False False O 
back False NN False False O 
. False . False False O 

Cut True NNP False False O 
across False IN False False O 
the False DT False False O 
carpark False NN False False O 
to False TO False False O 
block False VB False False O 
449 False CD True False O 
which False WDT False False O 
is False VBZ False False O 
opposite False JJ False False O 
blk False NN False False O 
450 False CD True False O 
. False . False False O 

The True DT False False O 
coffeeshop False NN False False O 
is False VBZ False False O 
located False JJ False False O 
at False IN False False O 
the False DT False False O 
corner False NN False False O 
of False IN False False O 
block False NN False False O 
449 False CD True False O 
. False . False False O 

Journey True NN False False O 
time False NN False False O 
about False IN False False O 
5 False CD True False O 
minute False NNS False False O 
. False . False False O 

Embark True VB False False O 
on False IN False False O 
an False DT False False O 
epicurean False JJ False False O 
journey False NN False False O 
on False IN False False O 
28 False CD True False O 
September True NNP False False O 
2013 False CD True False O 
to False TO False False O 
six False CD False False O 
leading False VBG False False O 
restaurant False NNS False False O 
in False IN False False O 
Singapore True NNP False False O 
organised False VBN False False O 
by False IN False False O 
FIJI True NNP False False O 
Water True NNP False False O 
for False IN False False O 
a False DT False False O 
charity False NN False False O 
trail False NN False False O 
whereby False WRB False False O 
full False JJ False False O 
proceeding False NNS False False O 
from False IN False False O 
the False DT False False O 
ticket False NN False False O 
sale False NNS False False O 
will False MD False False O 
be False VB False False O 
donated False VBN False False O 
to False TO False False O 
the False DT False False O 
Children True NNP False False O 
's False POS False False O 
Cancer True NNP False False O 
Foundation True NNP False False O 
. False . False False O 

The True DT False False O 
first False JJ False False O 
ever False RB False False O 
FIJI True NNP False False O 
Water True NNP False False O 
Signature True NNP False False O 
Creations True NNPS False False O 
Expedition True NNP False False O 
will False MD False False O 
take False VB False False O 
guest False NNS False False O 
across False IN False False O 
the False DT False False O 
island False NN False False O 
in False IN False False O 
one False CD False False O 
afternoon False NN False False O 
to False TO False False O 
sample False NN False False O 
signature False NN False False O 
dish False NNS False False O 
handpicked False VBN False False O 
by False IN False False O 
leading False VBG False False O 
local False JJ False False O 
food False NN False False O 
critic False NNS False False O 
such False JJ False False O 
a False IN False False O 
Wong True NNP False False O 
Ah True NN False False O 
Yoke True NNP False False O 
from False IN False False O 
Straits True NNP False False O 
Times True NNP False False O 
Life True NNP False False O 
! False . False False O 

and False CC False False O 
Don True NNP False False O 
Mendoza True NNP False False O 
from False IN False False O 
TODAY True NNP False False O 
. False . False False O 

Each True DT False False O 
signature False NN False False O 
dish False NN False False O 
will False MD False False O 
be False VB False False O 
paired False VBN False False O 
with False IN False False O 
a False DT False False O 
wine False NN False False O 
and False CC False False O 
come False VBZ False False O 
with False IN False False O 
free False JJ False False O 
flow False NN False False O 
of False IN False False O 
FIJI True NNP False False O 
Water True NNP False False O 
. False . False False O 

Participants True NNS False False O 
will False MD False False O 
be False VB False False O 
chauffeured False VBN False False O 
in False IN False False O 
a False DT False False O 
luxurious False JJ False False O 
coach False NN False False O 
to False TO False False O 
Tippling True NNP False False O 
Club True NNP False False O 
, False , False False O 
Fat True NNP False False O 
Cow True NNP False False O 
, False , False False O 
Absinthe True NNP False False O 
, False , False False O 
The True NNP False False O 
Pelican True NNP False False O 
, False , False False O 
Prive True NNP False False O 
Grill True NNP False False O 
and False CC False False O 
Hashi True NNP False False O 
for False IN False False O 
the False DT False False O 
ultimate False JJ False False O 
gourmand False NN False False O 
's False POS False False O 
road False NN False False O 
trip False NN False False O 
. False . False False O 

Limited True JJ False False O 
to False TO False False O 
80 False CD True False O 
Seats True NNS False False O 
ONLY True RB False False O 
! False . False False O 

Grab True VB False False O 
your False PRP$ False False O 
ticket False NN False False O 
fast False RB False False O 
. False . False False O 

Date True NN False False O 
: False : False False O 
28 False CD True False O 
September True NNP False False O 
2013 False CD True False O 
Time True NNP False False O 
: False : False False O 
12 False CD True False O 
noon False NN False False O 
to False TO False False O 
6pm False JJ False False O 
Price True NN False False O 
: False : False False O 
$ False $ False False B-P 
180 False CD True False I-P 
per False IN False False O 
ticket False NN False False O 
available False JJ False False O 
from False IN False False O 
www.tuckshop.sg False NNP False False O 
The True NNP False False O 
Expedition True NNP False False O 
Menu True NNP False False O 
- False : False False O 
Foie True NNP False False B-F 
Gras True NNP False False I-F 
Terrine True NNP False False I-F 
with False IN False False I-F 
Warm True JJ False False I-F 
Brioche True NN False False I-F 
by False IN False False O 
Chef True NNP False False O 
Francois True NNP False False O 
Mermilliod True NNP False False O 
, False , False False O 
Absinthe True NNP False False O 
( False NNP False False O 
Served True VBD False False O 
with False IN False False O 
a False DT False False O 
glass False NN False False O 
of False IN False False O 
Konrad True NNP False False O 
Gewurztraminer True NNP False False O 
2013 False CD True False O 
) False NNP False False O 
- False : False False O 
Fresh True NNP False False B-F 
Live True NNP False False I-F 
Prawn True NNP False False I-F 
, False , False False O 
Hokkaido True NNP False False B-F 
Scallop True NNP False False I-F 
and False CC False False O 
Mixed True NNP False False B-F 
Vegetable True NNP False False I-F 
with False IN False False I-F 
Japanese True NNP False False I-F 
Jelly True NNP False False I-F 
by False IN False False O 
Chef True NNP False False O 
Tadashi True NNP False False O 
Takahashi True NNP False False O 
, False , False False O 
Hashi True NNP False False O 
( False NNP False False O 
Served True VBD False False O 
with False IN False False O 
a False DT False False O 
glass False NN False False O 
of False IN False False O 
Evolucion True NNP False False O 
Chardonnay True NNP False False O 
2011 False CD True False O 
) False NN False False O 
- False : False False O 
Pigeon True NN False False B-F 
, False , False False O 
celery False NN False False B-F 
, False , False False O 
quinoa False NN False False B-F 
, False , False False O 
goat False NNS False False B-F 
curd False VBN False False I-F 
by False IN False False O 
Chef True NNP False False O 
Ryan True NNP False False O 
Clift True NNP False False O 
( False NNP False False O 
Served True VBD False False O 
with False IN False False O 
a False DT False False O 
glass False NN False False O 
of False IN False False O 
Mount True NNP False False O 
Fishtail True NNP False False O 
Pinot True NNP False False O 
Noir True NNP False False O 
2008 False CD True False O 
) False NNP False False O 
- False : False False O 
Wagyu True NNP False False B-F 
No True NNP False False I-F 
Kakuni True NNP False False I-F 
by False IN False False O 
Chef True NNP False False O 
Dan True NNP False False O 
Segall True NNP False False O 
, False , False False O 
Fat True NNP False False O 
Cow True NNP False False O 
( False NNP False False O 
Served True VBD False False O 
with False IN False False O 
a False DT False False O 
glass False NN False False O 
of False IN False False O 
Konrad True NNP False False O 
Gruner True NNP False False O 
Veltliner True NNP False False O 
2011 False CD True False O 
) False NNP False False O 
- False : False False O 
The True DT False False O 
Pelican True NNP False False B-F 
Lobster True NNP False False I-F 
Thermidor True NNP False False I-F 
by False IN False False O 
Chef True NNP False False O 
Issac True NNP False False O 
Tan True NNP False False O 
, False , False False O 
The True DT False False O 
Pelican True JJ False False O 
( False NN False False O 
Served True VBD False False O 
with False IN False False O 
a False DT False False O 
glass False NN False False O 
of False IN False False O 
Chateau True NNP False False O 
Timberlay True NNP False False O 
Rouge True NNP False False O 
2008 False CD True False O 
) False NNP False False O 
- False : False False O 
Hokkaido True NNP False False O 
Corn True NNP False False O 
and False CC False False O 
Shrimp True NNP False False O 
Fritter True NNP False False O 
with False IN False False O 
Lime True NNP False False O 
Aioli True NNP False False O 
by False IN False False O 
Chef True NNP False False O 
Robin True NNP False False O 
Ho True NNP False False O 
, False , False False O 
Priv True NNP False False O 
Grill True NNP False False O 
( False NNP False False O 
Served True NNP False False O 
with False IN False False O 
Konrad True NNP False False O 
Riesling True NNP False False O 
2009 False CD True False O 
) False NN False False O 

Kiasu True NNP False False B-ORG 
Espresso True NNP False False I-ORG 
is False VBZ False False O 
located False JJ False False O 
at False IN False False O 
the False DT False False O 
newly False RB False False O 
opened False VBN False False O 
100 False CD True False O 
AM True NNP False False O 
mall False NN False False O 
beside False IN False False O 
Amara True NNP False False O 
Hotel True NNP False False O 
at False IN False False O 
Tanjong True NNP False False O 
Pagar True NNP False False O 
. False . False False O 

Kiasu True NNP False False B-ORG 
Espresso True NNP False False I-ORG 
is False VBZ False False O 
opened False VBN False False O 
by False IN False False O 
the False DT False False O 
people False NNS False False O 
behind False IN False False O 
Forty True CD False False O 
Hands True NNPS False False O 
and False CC False False O 
Spa True NNP False False O 
Esprit True NNP False False O 
Group True NNP False False O 
. False . False False O 

The True DT False False O 
cafe False NN False False O 
serf False VBZ False False O 
coffee False NN False False O 
crafted False VBN False False O 
from False IN False False O 
a False DT False False O 
blend False VB False False O 
of False IN False False O 
Sidama True NNP False False O 
, False , False False O 
Antigua True NNP False False O 
and False CC False False O 
Lintong True NNP False False O 
while False IN False False O 
some False DT False False O 
small False JJ False False O 
bite False VBZ False False O 
are False VBP False False O 
also False RB False False O 
sold False VBN False False O 
here False RB False False O 
. False . False False O 

It True PRP False False O 
wa False VBD False False O 
almost False RB False False O 
7pm False JJ False False O 
when False WRB False False O 
I True PRP False False O 
visited False VBD False False O 
Kiasu True NNP False False B-ORG 
Espresso True NNP False False I-ORG 
hence False RB False False O 
the False DT False False O 
cafe False NN False False O 
wa False VBD False False O 
rather False RB False False O 
empty False JJ False False O 
since False IN False False O 
it False PRP False False O 
wa False VBD False False O 
dinner False NN False False O 
time.I False NN False False O 
wa False VBD False False O 
looknig False JJ False False O 
for False IN False False O 
a False DT False False O 
place False NN False False O 
to False TO False False O 
hang False VB False False O 
out False RP False False O 
while False IN False False O 
I True PRP False False O 
waited False VBD False False O 
for False IN False False O 
my False PRP$ False False O 
dinner False NN False False O 
at False IN False False O 
8pm False NN False False O 
which False WDT False False O 
is False VBZ False False O 
just False RB False False O 
next False JJ False False O 
door False NN False False O 
at False IN False False O 
Bar-Roque True NNP False False O 
Grill True NNP False False O 
